identifier,de,fr,it,rm,en,date,version,type
hospitalisations-summary,Für die Berichtswoche sind bisher über die gesamte Schweiz und Liechtenstein 66 neue Hospitalisationen mit einer laborbestätigten SARS-CoV-2-Infektion gemeldet worden. In der Vorwoche waren zum selben Zeitpunkt 93 Hospitalisationen gemeldet. Somit sank trotz der ausstehenden Nachmeldungen die Zahl der Hospitalisationen im Vergleich zur Vorwoche vermutlich.,"Pour la semaine sous revue, 66 nouvelles hospitalisations en lien avec une infection au SARS-CoV-2 confirmée en laboratoire ont jusqu’ici été déclarées pour la Suisse et le Liechtenstein. La semaine précédente, au même moment, leur nombre était de 93. Malgré les déclarations tardives encore attendues, le nombre d’hospitalisations semble avoir diminué par rapport à la semaine précédente.","Nella settimana in rassegna sono stati dichiarati finora in tutta la Svizzera e in FL 66 nuovi ricoveri ospedalieri per un’infezione da SARS-CoV-2 confermata in laboratorio, contro i 93 dichiarati nello stesso momento della settimana precedente. Quindi il numero di ricoveri è probabilmente diminuito rispetto a quello della settimana precedente, nonostante le dichiarazioni tardive attese.",Für die Berichtswoche sind bisher über die gesamte Schweiz und Liechtenstein 66 neue Hospitalisationen mit einer laborbestätigten SARS-CoV-2-Infektion gemeldet worden. In der Vorwoche waren zum selben Zeitpunkt 93 Hospitalisationen gemeldet. Somit sank trotz der ausstehenden Nachmeldungen die Zahl der Hospitalisationen im Vergleich zur Vorwoche vermutlich.,Für die Berichtswoche sind bisher über die gesamte Schweiz und Liechtenstein 66 neue Hospitalisationen mit einer laborbestätigten SARS-CoV-2-Infektion gemeldet worden. In der Vorwoche waren zum selben Zeitpunkt 93 Hospitalisationen gemeldet. Somit sank trotz der ausstehenden Nachmeldungen die Zahl der Hospitalisationen im Vergleich zur Vorwoche vermutlich.,202123,2021-06-16_07-59-12,COVID19WeeklyReportText
hospitalisations-geography,Die Entwicklung der Hospitalisationen in den Kantonen ist infolge der zu erwartenden Nachmeldungen erschwert einzuschätzen.,"Du fait des déclarations tardives, l'évolution des hospitalisations dans les cantons est difficile à évaluer.",L'evoluzione dei ricoveri ospedalieri nei cantoni è difficile da stimare a causa dei rapporti dichiarazioni tardive.,Die Entwicklung der Hospitalisationen in den Kantonen ist infolge der zu erwartenden Nachmeldungen erschwert einzuschätzen.,Die Entwicklung der Hospitalisationen in den Kantonen ist infolge der zu erwartenden Nachmeldungen erschwert einzuschätzen.,202123,2021-06-16_07-59-12,COVID19WeeklyReportText
hospitalisations-demography,"Für die Berichtswoche wurden in fast allen Altersklassen Hospitalisationen im Zusammenhang mit einer laborbestätigten SARS-CoV-2-Infektion gemeldet. In absoluten Zahlen wurden für die Berichtswoche mit 14 Hospitalisationen bisher die meisten Hospitalisationen in der Altersklasse der 50- bis 59-Jährigen gemeldet. In der Altersklasse der über 80-Jährigen wurde bisher die höchste Hospitalisationsrate beobachtet. Die Hospitalisationsrate bei den 80-Jährigen und Älteren sank seit Anfang des Jahres 2021 kontinuierlich, mit Ausnahme von Woche 13/2021. Seit Woche 19/2021 lag die Hospitalisationsrate in allen Altersklassen unter 10 Hospitalisationen pro 100 000 Einw und seit Woche 22/2021 unter 5. Das Medianalter der hospitalisierten Personen lag in der Berichtswoche bei 53 Jahren. Seit Woche 10/2021 lag das Medianalter unter 70 Jahren und seit Woche 19/2021 unter 60 Jahren. Die Hospitalisationsrate war in der gesamten Epidemie bei Männern höher als bei Frauen.","Pour la semaine sous revue, des hospitalisations liées à une infection au SARS-CoV-2 confirmée en laboratoire ont été déclarées pour presque toutes les classes d’âge. Le maximum des hospitalisations (en chiffres absolus) pour la semaine sous revue a été déclaré jusqu’ici dans la classe d’âge de 50 à 59 ans, avec 14 hospitalisations. Le groupe d’âge de 80 ans et plus a enregistré jusqu’ici le plus haut taux d’incidence des hospitalisations. Le taux d’hospitalisation chez les personnes de 80 ans et plus a baissé continuellement depuis le début de l’année 2021, à l’exception de la semaine 13/2021. Depuis la semaine 19/2021, le taux d’hospitalisation pour 100 000 habitants est inférieur à 10 dans toutes les classes d’âge et inférieur à 5 depuis la semaine 22/2021. Durant la semaine sous revue, l’âge médian des personnes hospitalisées était de 53 ans. Inférieur à 70 ans depuis la semaine 10/2021, il se situe en dessous de 60 ans depuis la semaine 19/2021. Le taux d’hospitalisation était plus élevé chez les hommes que chez les femmes sur l’ensemble de l’épidémie.","Per la settimana in rassegna sono stati dichiarati ricoveri ospedalieri in relazione a un’infezione da SARS-CoV-2 confermata in laboratorio in quasi tutte le fasce d’età. In cifre assolute il maggior numero di ricoveri ospedalieri per la settimana in rassegna è stato finora dichiarato nella fascia d’età fra i 50 e i 59 anni, con 14 ricoveri. Nella fascia d’età dagli 80 anni in su è stato osservato finora il maggior tasso di ricoveri ospedalieri. Il tasso di ricoveri fra le persone dagli 80 anni in su è in continua diminuzione dall’inizio del 2021, eccezion fatta per la settimana 13/2021. Dalla settimana 19/2021, in tutte le fasce d’età il tasso di ricoveri è stato inferiore a 10 ricoveri per 100 000 abitanti e dalla settimana 22/2021 è stato inferiore a 5. Nella settimana in rassegna, l’età mediana delle persone ricoverate in ospedale è stata intorno ai 53 anni. Dalla settimana 10/2021 è stata inferiore ai 70 anni e dalla settimana 19/2021 è inferiore ai 60 anni. Durante l’intera epidemia il tasso di ricoveri ospedalieri è stato superiore negli uomini rispetto alle donne.","Für die Berichtswoche wurden in fast allen Altersklassen Hospitalisationen im Zusammenhang mit einer laborbestätigten SARS-CoV-2-Infektion gemeldet. In absoluten Zahlen wurden für die Berichtswoche mit 14 Hospitalisationen bisher die meisten Hospitalisationen in der Altersklasse der 50- bis 59-Jährigen gemeldet. In der Altersklasse der über 80-Jährigen wurde bisher die höchste Hospitalisationsrate beobachtet. Die Hospitalisationsrate bei den 80-Jährigen und Älteren sank seit Anfang des Jahres 2021 kontinuierlich, mit Ausnahme von Woche 13/2021. Seit Woche 19/2021 lag die Hospitalisationsrate in allen Altersklassen unter 10 Hospitalisationen pro 100 000 Einw und seit Woche 22/2021 unter 5. Das Medianalter der hospitalisierten Personen lag in der Berichtswoche bei 53 Jahren. Seit Woche 10/2021 lag das Medianalter unter 70 Jahren und seit Woche 19/2021 unter 60 Jahren. Die Hospitalisationsrate war in der gesamten Epidemie bei Männern höher als bei Frauen.","Für die Berichtswoche wurden in fast allen Altersklassen Hospitalisationen im Zusammenhang mit einer laborbestätigten SARS-CoV-2-Infektion gemeldet. In absoluten Zahlen wurden für die Berichtswoche mit 14 Hospitalisationen bisher die meisten Hospitalisationen in der Altersklasse der 50- bis 59-Jährigen gemeldet. In der Altersklasse der über 80-Jährigen wurde bisher die höchste Hospitalisationsrate beobachtet. Die Hospitalisationsrate bei den 80-Jährigen und Älteren sank seit Anfang des Jahres 2021 kontinuierlich, mit Ausnahme von Woche 13/2021. Seit Woche 19/2021 lag die Hospitalisationsrate in allen Altersklassen unter 10 Hospitalisationen pro 100 000 Einw und seit Woche 22/2021 unter 5. Das Medianalter der hospitalisierten Personen lag in der Berichtswoche bei 53 Jahren. Seit Woche 10/2021 lag das Medianalter unter 70 Jahren und seit Woche 19/2021 unter 60 Jahren. Die Hospitalisationsrate war in der gesamten Epidemie bei Männern höher als bei Frauen.",202123,2021-06-16_07-59-12,COVID19WeeklyReportText
deaths-summary,"Für die Berichtswoche wurden bisher über die gesamte Schweiz und Liechtenstein 15 (0,2 pro 100 000 Einw.) Todesfälle im Zusammenhang mit einer laborbestätigten SARS-CoV-2-Infektion gemeldet. Zum selben Zeitpunkt in der Vorwoche waren dies 22 Todesfälle. Die gemeldeten Todesfällen lagen  auf tiefem Niveau mit einer sinkenden Tendenz.","Durant la semaine sous revue, 15 décès (0,2 pour 100 000 habitants) liés à une infection au SARS-CoV-2 confirmée en laboratoire ont été déclarés jusqu’ici pour la Suisse et le Liechtenstein. Au même moment au cours de la semaine précédente, ils étaient 22. Le nombre des décès déclarés se situe à un niveau bas avec une tendance à la baisse.","Nella settimana in rassegna, in tutta la Svizzera e in FL sono stati finora dichiarati 15 decessi in relazione a un’infezione da SARS-CoV-2 confermata in laboratorio (0,2 per 100 000 abitanti). Fino allo stesso momento della settimana precedente ce ne sono stati 22. Il numero di decessi dichiarati si attesta quindi a un livello basso, con tendenza a diminuire.","Für die Berichtswoche wurden bisher über die gesamte Schweiz und Liechtenstein 15 (0,2 pro 100 000 Einw.) Todesfälle im Zusammenhang mit einer laborbestätigten SARS-CoV-2-Infektion gemeldet. Zum selben Zeitpunkt in der Vorwoche waren dies 22 Todesfälle. Die gemeldeten Todesfällen lagen  auf tiefem Niveau mit einer sinkenden Tendenz.","Für die Berichtswoche wurden bisher über die gesamte Schweiz und Liechtenstein 15 (0,2 pro 100 000 Einw.) Todesfälle im Zusammenhang mit einer laborbestätigten SARS-CoV-2-Infektion gemeldet. Zum selben Zeitpunkt in der Vorwoche waren dies 22 Todesfälle. Die gemeldeten Todesfällen lagen  auf tiefem Niveau mit einer sinkenden Tendenz.",202123,2021-06-16_07-59-12,COVID19WeeklyReportText
deaths-geography,"In 17 Kantonen wurden für die Berichtswoche keine Todesfälle gemeldet. Die Inzidenzrate der Todesfälle lag in den meisten Kantonen zwischen 0 und 0,5 Todesfällen pro 100 000 Einw. mit Ausnahme vom FL und von 2 kleinen Kantonen.","Dans 17 cantons, aucun décès n’a été déclaré pour la semaine sous revue. Le taux d’incidence des décès (taux de mortalité) dans les cantons variait entre 0 et 0,5 décès pour 100 000 habitants, à l’exception du Liechtenstein et de deux petits cantons.","In 17 Cantoni non sono stati dichiarati decessi per la settimana in rassegna. Il tasso di incidenza dei decessi nella maggior parte dei Cantoni, a eccezione di 2 Cantoni di piccole dimensioni e FL, ha oscillato tra 0 e 0,5 decessi ogni 100 000 abitanti.","In 17 Kantonen wurden für die Berichtswoche keine Todesfälle gemeldet. Die Inzidenzrate der Todesfälle lag in den meisten Kantonen zwischen 0 und 0,5 Todesfällen pro 100 000 Einw. mit Ausnahme vom FL und von 2 kleinen Kantonen.","In 17 Kantonen wurden für die Berichtswoche keine Todesfälle gemeldet. Die Inzidenzrate der Todesfälle lag in den meisten Kantonen zwischen 0 und 0,5 Todesfällen pro 100 000 Einw. mit Ausnahme vom FL und von 2 kleinen Kantonen.",202123,2021-06-16_07-59-12,COVID19WeeklyReportText
deaths-demography,"Für die Berichtswoche wurden bisher für die Altersklassen der 0- bis 49-Jährigen keine Todesfälle gemeldet, für die älteren Altersklassen je 5 oder weniger. Die Inzidenzrate der Todesfälle nimmt mit steigendem Alter zu. Die Inzidenzrate der Todesfälle der 80-Jährigen und Älteren sank seit ihrem Höchststand mit über 100 Todesfällen pro 100 000 Einw. in Woche 51/2020 bis Woche 07/2021 stark und seither langsam. Seit Woche 19/2021 liegt sie unter 5 Todesfällen pro 100 000 Einw. Das Medianalter aller verstorbenen Personen lag in der Berichtswoche bei 72 Jahren. Die Inzidenzrate der Todesfälle im Zusammenhang mit einer laborbestätigten SARS-CoV-2 Infektion war in der gesamten Epidemie bei Männern höher als bei Frauen.","Pour la semaine sous revue, aucun décès n’a jusqu’ici été déclaré pour les groupes d’âge entre 0 et 49 ans. Pour chaque groupe d’âge de plus de 49 ans, 5 décès ou moins ont été déclarés. Le taux d’incidence des décès (taux de mortalité) augmente avec l’âge. Le taux de mortalité des personnes de 80 ans et plus a, depuis le pic atteint en semaine 51/2020 (plus de 100 décès pour 100 000 habitants), baissé fortement jusqu’à la semaine 07/2021, puis lentement. Depuis la semaine 19/2021, il est inférieur à 5 décès pour 100 000 habitants. Durant la semaine sous revue, l’âge médian des personnes décédées se situait à 72 ans. Le taux de mortalité en lien avec une infection au SARS-CoV-2 confirmée en laboratoire était plus élevé pour les hommes que pour les femmes sur l’ensemble de l’épidémie.","Per la settimana in rassegna non sono stati finora dichiarati decessi nelle fasce d’età tra gli 0 e i 49 anni; per ciascuna delle fasce d’età più anziane 5 o meno. Il tasso d’incidenza dei decessi cresce con l’aumentare dell’età. Il tasso d’incidenza dei decessi fra le persone dagli 80 anni in su è diminuito notevolmente, dopo il picco raggiunto nella settimana 51/2020, con oltre 100 decessi ogni 100 000 abitanti, fino alla settimana 07/2021 e da allora scende lentamente. Dalla settimana 19/2021 è inferiore ai 5 decessi ogni 100 000 abitanti. Nella settimana in rassegna l’età mediana di tutte le persone decedute è stata di 72 anni. Durante l’intera epidemia il tasso d’incidenza dei decessi in relazione a un’infezione da SARS-CoV-2 confermata in laboratorio è stato superiore negli uomini rispetto alle donne.","Für die Berichtswoche wurden bisher für die Altersklassen der 0- bis 49-Jährigen keine Todesfälle gemeldet, für die älteren Altersklassen je 5 oder weniger. Die Inzidenzrate der Todesfälle nimmt mit steigendem Alter zu. Die Inzidenzrate der Todesfälle der 80-Jährigen und Älteren sank seit ihrem Höchststand mit über 100 Todesfällen pro 100 000 Einw. in Woche 51/2020 bis Woche 07/2021 stark und seither langsam. Seit Woche 19/2021 liegt sie unter 5 Todesfällen pro 100 000 Einw. Das Medianalter aller verstorbenen Personen lag in der Berichtswoche bei 72 Jahren. Die Inzidenzrate der Todesfälle im Zusammenhang mit einer laborbestätigten SARS-CoV-2 Infektion war in der gesamten Epidemie bei Männern höher als bei Frauen.","Für die Berichtswoche wurden bisher für die Altersklassen der 0- bis 49-Jährigen keine Todesfälle gemeldet, für die älteren Altersklassen je 5 oder weniger. Die Inzidenzrate der Todesfälle nimmt mit steigendem Alter zu. Die Inzidenzrate der Todesfälle der 80-Jährigen und Älteren sank seit ihrem Höchststand mit über 100 Todesfällen pro 100 000 Einw. in Woche 51/2020 bis Woche 07/2021 stark und seither langsam. Seit Woche 19/2021 liegt sie unter 5 Todesfällen pro 100 000 Einw. Das Medianalter aller verstorbenen Personen lag in der Berichtswoche bei 72 Jahren. Die Inzidenzrate der Todesfälle im Zusammenhang mit einer laborbestätigten SARS-CoV-2 Infektion war in der gesamten Epidemie bei Männern höher als bei Frauen.",202123,2021-06-16_07-59-12,COVID19WeeklyReportText
tests-summary,In der Berichtswoche wurden 142 711 Tests (65 % PCR und 35 % Antigen-Schnelltests) gemeldet. Dies waren 13 % weniger als in der Vorwoche.,"Pendant la semaine sous revue, 142 711 tests (dont 65 % de tests PCR et 35 % de tests rapides antigéniques) ont été déclarés, soit un nombre inférieur à la semaine précédente (- 13 %).","Nella settimana in rassegna sono stati dichiarati 142 711 test (di cui il 65 % test PCR e il 35 % test antigenici rapidi), ossia un numero inferiore del 13 % a quello della settimana precedente.",In der Berichtswoche wurden 142 711 Tests (65 % PCR und 35 % Antigen-Schnelltests) gemeldet. Dies waren 13 % weniger als in der Vorwoche.,In der Berichtswoche wurden 142 711 Tests (65 % PCR und 35 % Antigen-Schnelltests) gemeldet. Dies waren 13 % weniger als in der Vorwoche.,202123,2021-06-16_07-59-12,COVID19WeeklyReportText
tests-geography,In 18 Kantonen und im FL hat die Anzahl gemeldeter Tests in der Berichtswoche im Vergleich zur Vorwoche um mindestens 10 % abgenommen. In 7 Kantonen veränderte sie sich weniger als ± 10 %. In einem kleinen Kanton nahm sie um mindestens 10 % zu. Die Inzidenzrate gemeldeter Tests lag in den Kantonen und im FL zwischen 1079 pro 100 000 Einw. und Woche im TG und 7457 in UR. Pro Person sind mehrere positive und negative Tests möglich.,"Dans 18 cantons et au Liechtenstein, le nombre de tests déclarés a diminué d’au moins 10 % pendant la semaine sous revue par rapport à la semaine précédente. Dans 7 cantons, le nombre de tests a varié de moins de ± 10 %. Dans 1 petit canton, il a augmenté d’au moins 10 %. Dans les cantons et au Liechtenstein, le taux d’incidence des tests déclarés a varié, pour 100 000 habitants et par semaine, entre 1079 pour TG et 7457 pour UR. Plusieurs tests positifs ou négatifs sont possibles chez la même personne.",In 18 Cantoni e in FL il numero di test dichiarati nella settimana in rassegna è sceso almeno del 10 % rispetto alla settimana precedente. In 7 Cantoni è variato di meno di ± 10 %. In un Cantone di piccole dimensioni è aumentato almeno del 10 %. Il tasso d’incidenza dei test dichiarati nei Cantoni e in FL ha oscillato tra i 1079 alla settimana per 100 000 abitanti in TG e i 7457 in UR. Per la stessa persona possono risultare positivi o negativi più test.,In 18 Kantonen und im FL hat die Anzahl gemeldeter Tests in der Berichtswoche im Vergleich zur Vorwoche um mindestens 10 % abgenommen. In 7 Kantonen veränderte sie sich weniger als ± 10 %. In einem kleinen Kanton nahm sie um mindestens 10 % zu. Die Inzidenzrate gemeldeter Tests lag in den Kantonen und im FL zwischen 1079 pro 100 000 Einw. und Woche im TG und 7457 in UR. Pro Person sind mehrere positive und negative Tests möglich.,In 18 Kantonen und im FL hat die Anzahl gemeldeter Tests in der Berichtswoche im Vergleich zur Vorwoche um mindestens 10 % abgenommen. In 7 Kantonen veränderte sie sich weniger als ± 10 %. In einem kleinen Kanton nahm sie um mindestens 10 % zu. Die Inzidenzrate gemeldeter Tests lag in den Kantonen und im FL zwischen 1079 pro 100 000 Einw. und Woche im TG und 7457 in UR. Pro Person sind mehrere positive und negative Tests möglich.,202123,2021-06-16_07-59-12,COVID19WeeklyReportText
tests-share_of_positive_tests,"Schweizweit (inkl. FL) ist der Anteil positiver PCR-Tests von 3,0 % in der Vorwoche auf 2,5 % in der Berichtswoche gesunken, der Anteil positiver Antigen-Schnelltests von 1,3 % auf 0,9 %. Der Anteil positiver PCR- sowie Antigen-Schnelltests lag in der Berichtswoche in fast allen Kantonen und dem FL unter 5 %.","En Suisse et au Liechtenstein, la proportion de résultats positifs pour les tests PCR a diminué de 3,0 % la semaine précédente à 2,5 % durant la semaine sous revue, celle pour les tests rapides antigéniques est passée de 1,3 % à 0,9 %. La proportion de résultats positifs (tests PCR et tests rapides antigéniques) était inférieure à 5 % dans presque tous les cantons et au Liechtenstein durant la semaine sous revue.","In tutta la Svizzera (incl. FL) la percentuale di test PCR positivi è scesa dal 3,0 % della settimana precedente al 2,5 % della settimana in rassegna, mentre quella dei test antigenici rapidi risultati positivi è passata dall’1,3 % allo 0,9 %. Nella settimana in rassegna, la percentuale di test PCR e test antigenici rapidi positivi era inferiore al 5 % in quasi tutti i Cantoni e in FL.","Schweizweit (inkl. FL) ist der Anteil positiver PCR-Tests von 3,0 % in der Vorwoche auf 2,5 % in der Berichtswoche gesunken, der Anteil positiver Antigen-Schnelltests von 1,3 % auf 0,9 %. Der Anteil positiver PCR- sowie Antigen-Schnelltests lag in der Berichtswoche in fast allen Kantonen und dem FL unter 5 %.","Schweizweit (inkl. FL) ist der Anteil positiver PCR-Tests von 3,0 % in der Vorwoche auf 2,5 % in der Berichtswoche gesunken, der Anteil positiver Antigen-Schnelltests von 1,3 % auf 0,9 %. Der Anteil positiver PCR- sowie Antigen-Schnelltests lag in der Berichtswoche in fast allen Kantonen und dem FL unter 5 %.",202123,2021-06-16_07-59-12,COVID19WeeklyReportText
tests-demography,In der Berichtswoche wurden in der Altersklasse der 30- bis 39-Jährigen mit fast 30 000 die meisten Tests gemeldet. Dies beinhaltet PCR-Tests sowie Antigen-Schnelltests. Bezogen auf die Bevölkerungszahl wurden in den Altersklassen der 20- bis 39-Jährigen mit jeweils über 2000 pro 100 000 Einw. die meisten Tests gemeldet. Im Vergleich zur Vorwoche veränderte sich die Anzahl der gemeldeten Tests in den Altersklassen der 20- bis 39-Jährigen um weniger als ± 10 %. In den restlichen Altersklassen nahm die Zahl der gemeldeten Tests um mehr als 10 % ab. Das Medianalter der getesteten Personen lag bei 41 Jahren. Seit Woche 03/2021 bewegt sich das Medianalter zwischen 38 und 41 Jahren.Die Inzidenzrate der Tests unterschied sich in der Berichtswoche und der Vorwoche zwischen den Geschlechtern kaum.,"Durant la semaine sous revue, la classe d’âge de 30 à 39 ans a enregistré le plus de tests (près de 30 000). Ce chiffre comprend les tests PCR et les tests rapides antigéniques. Par rapport à la population, les classes d’âge de 20 à 39 ans ont été les plus concernées avec, dans chaque groupe, plus de 2000 tests déclarés pour 100 000 habitants. En comparaison avec la semaine précédente, le nombre de tests déclarés a varié de moins de ± 10 % dans les classes d’âge de 20 ans à 39 ans. Dans les autres classes d’âge, le nombre de tests déclarés a diminué de plus de 10 %. L’âge médian des personnes testées était de 41 ans. Depuis la semaine 03/2021, ce chiffre varie entre 38 et 41 ans. Il n’y a guère de différence dans le taux de dépistage entre les sexes durant la semaine sous revue tout comme la semaine précédente.","Nella settimana in rassegna, nella fascia d’età tra i 30 e i 39 anni è stato dichiarato il maggior numero di test, ovvero quasi 30 000. Tale cifra comprende sia i test PCR sia i test antigenici rapidi. In rapporto all’intera popolazione, le fasce d’età tra i 20 e i 39 anni sono state quelle in cui è stato dichiarato il maggior numero di test, ciascuna con oltre 2000 test ogni 100 000 abitanti. Rispetto alla settimana precedente, il numero di test dichiarati è variato di meno di ±10 % nelle fasce d’età tra i 20 e i 39 anni. Nelle restanti fasce d’età il numero dei test dichiarati è diminuito di più del 10 %. L’età mediana delle persone sottoposte a test è stata di 41 anni. Dalla settimana 03/2021 oscilla tra i 38 e i 41 anni. Nella settimana in rassegna e in quella precedente il tasso di incidenza dei test è stato pressoché identico tra i generi.",In der Berichtswoche wurden in der Altersklasse der 30- bis 39-Jährigen mit fast 30 000 die meisten Tests gemeldet. Dies beinhaltet PCR-Tests sowie Antigen-Schnelltests. Bezogen auf die Bevölkerungszahl wurden in den Altersklassen der 20- bis 39-Jährigen mit jeweils über 2000 pro 100 000 Einw. die meisten Tests gemeldet. Im Vergleich zur Vorwoche veränderte sich die Anzahl der gemeldeten Tests in den Altersklassen der 20- bis 39-Jährigen um weniger als ± 10 %. In den restlichen Altersklassen nahm die Zahl der gemeldeten Tests um mehr als 10 % ab. Das Medianalter der getesteten Personen lag bei 41 Jahren. Seit Woche 03/2021 bewegt sich das Medianalter zwischen 38 und 41 Jahren.Die Inzidenzrate der Tests unterschied sich in der Berichtswoche und der Vorwoche zwischen den Geschlechtern kaum.,In der Berichtswoche wurden in der Altersklasse der 30- bis 39-Jährigen mit fast 30 000 die meisten Tests gemeldet. Dies beinhaltet PCR-Tests sowie Antigen-Schnelltests. Bezogen auf die Bevölkerungszahl wurden in den Altersklassen der 20- bis 39-Jährigen mit jeweils über 2000 pro 100 000 Einw. die meisten Tests gemeldet. Im Vergleich zur Vorwoche veränderte sich die Anzahl der gemeldeten Tests in den Altersklassen der 20- bis 39-Jährigen um weniger als ± 10 %. In den restlichen Altersklassen nahm die Zahl der gemeldeten Tests um mehr als 10 % ab. Das Medianalter der getesteten Personen lag bei 41 Jahren. Seit Woche 03/2021 bewegt sich das Medianalter zwischen 38 und 41 Jahren.Die Inzidenzrate der Tests unterschied sich in der Berichtswoche und der Vorwoche zwischen den Geschlechtern kaum.,202123,2021-06-16_07-59-12,COVID19WeeklyReportText
overview-short_description,Im Vergleich zur Vorwoche sanken in der Berichtswoche (Woche 24/2021) die Zahlen der gemeldeten Fälle und der Hospitalisationen. Die Zahl der gemeldeten Todesfälle lag weiterhin auf tiefem Niveau. Die Zahl der gemeldeten Tests blieb etwa gleich.,"En comparaison avec la semaine précédente, le nombre de cas et d’hospitalisations déclarés a diminuée pendant la semaine sous revue (semaine 24/2021). Quant au nombre de décès déclarés, il s’est maintenu à un faible niveau. Le nombre de tests déclarés est resté à peu près stable.","Rispetto alla settimana precedente, nella settimana in rassegna (settimana 24/2021) il numero di casi dichiarati e di ricoveri ospedalieri è sceso, mentre quello di decessi dichiarati è rimasto ancora a un livello basso. Il numero di test dichiarati è rimasto pressoché uguale.",Im Vergleich zur Vorwoche sanken in der Berichtswoche (Woche 24/2021) die Zahlen der gemeldeten Fälle und der Hospitalisationen. Die Zahl der gemeldeten Todesfälle lag weiterhin auf tiefem Niveau. Die Zahl der gemeldeten Tests blieb etwa gleich.,Im Vergleich zur Vorwoche sanken in der Berichtswoche (Woche 24/2021) die Zahlen der gemeldeten Fälle und der Hospitalisationen. Die Zahl der gemeldeten Todesfälle lag weiterhin auf tiefem Niveau. Die Zahl der gemeldeten Tests blieb etwa gleich.,202124,2021-06-23_08-06-44,COVID19WeeklyReportText
overview-cases,"Für die Berichtswoche wurden insgesamt 1235 laborbestätigte Fälle gemeldet. Somit sank die Anzahl gemeldeter Fälle von 2316 in der Vorwoche (- 47 %). Die Inzidenz der laborbestätigten Fälle in den Kantonen und im FL lag zwischen 5,4 Fällen pro 100 000 Einwohnerinnen und Einwohnern und Woche in UR und 62 in AI.","Pour la semaine sous revue, un total de 1235 cas confirmés en laboratoire a été déclaré, marquant ainsi une diminution par rapport aux 2316 cas déclarés de la semaine précédente ( 47 %). L’incidence des cas confirmés en laboratoire dans les cantons et le Liechtenstein était comprise entre 5,4 cas pour 100 000 habitants par semaine pour UR et 62 à AI.","Per la settimana in rassegna sono stati dichiarati complessivamente 1235 casi confermati in laboratorio, per cui il numero di casi dichiarati è diminuito rispetto ai 2316 della settimana precedente (-47 %). L’incidenza dei casi confermati in laboratorio nei Cantoni e in FL ha oscillato tra i 5,4 casi alla settimana per 100 000 abitanti in UR e i 62 in AI.","Für die Berichtswoche wurden insgesamt 1235 laborbestätigte Fälle gemeldet. Somit sank die Anzahl gemeldeter Fälle von 2316 in der Vorwoche (- 47 %). Die Inzidenz der laborbestätigten Fälle in den Kantonen und im FL lag zwischen 5,4 Fällen pro 100 000 Einwohnerinnen und Einwohnern und Woche in UR und 62 in AI.","Für die Berichtswoche wurden insgesamt 1235 laborbestätigte Fälle gemeldet. Somit sank die Anzahl gemeldeter Fälle von 2316 in der Vorwoche (- 47 %). Die Inzidenz der laborbestätigten Fälle in den Kantonen und im FL lag zwischen 5,4 Fällen pro 100 000 Einwohnerinnen und Einwohnern und Woche in UR und 62 in AI.",202124,2021-06-23_08-06-44,COVID19WeeklyReportText
