sex,geoRegion,datum,entries,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
unknown,AG,202106,1,8,0.002,0.2,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,1,NA,NA,0.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,AI,202106,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,AR,202106,0,1,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,BE,202106,1,24,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,1,NA,NA,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,BL,202106,0,2,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,BS,202106,0,8,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,FL,202106,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,FR,202106,0,3,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,GE,202106,2,9,0.002,0.2,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,2,NA,NA,0.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,GL,202106,0,2,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,GR,202106,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,JU,202106,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,LU,202106,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,NE,202106,0,8,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,NW,202106,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,OW,202106,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,SG,202106,0,1,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,SH,202106,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,SO,202106,0,2,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,SZ,202106,0,4,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,-1,NA,-100,-0.7000000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,TG,202106,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,TI,202106,0,1,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,UR,202106,0,1,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,VD,202106,0,38,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,VS,202106,0,4,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,ZG,202106,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,ZH,202106,0,24,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-06,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,AG,202107,226,17366,0.546,54.6,344733,65.56,5037.52,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-35,-10.15,-13.4,3.8999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,AI,202107,6,442,0.6,60,8303,72.26,5323.38,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,3,36.13,100,17.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,AR,202107,20,1464,0.526,52.6,27938,71.59,5240.17,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,2,7.16,11.1,6.399999999999999,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,BE,202107,274,24491,0.495,49.5,510170,53.71,4800.56,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-79,-15.48,-22.4,2.1000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,BL,202107,99,6670,0.471,47.099999999999994,141890,69.77,4700.82,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-26,-18.33,-20.8,-5.900000000000006,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,BS,202107,47,4824,0.516,51.6,94997,49.48,5078.06,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-15,-15.79,-24.2,-1.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,FL,202107,5,1258,0.5,50,19215,26.02,6546.97,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,1,5.2,25,25,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,FR,202107,133,12539,0.496,49.6,161153,82.53,7780.8,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-18,-11.17,-11.9,4.100000000000001,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,GE,202107,305,23148,0.445,44.5,244184,124.91,9479.74,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-103,-42.18,-25.2,-4.899999999999999,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,GL,202107,9,987,0.429,42.9,20546,43.8,4803.85,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-8,-38.94,-47.1,-4.299999999999997,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,GR,202107,65,5211,0.546,54.6,99707,65.19,5226.31,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-18,-18.05,-21.7,5.200000000000003,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,JU,202107,49,2556,0.583,58.3,36400,134.62,7021.98,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,17,46.71,53.1,17.799999999999997,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,LU,202107,99,10218,0.456,45.6,205976,48.06,4960.77,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-33,-16.03,-25,-7.399999999999999,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,NE,202107,163,6514,0.482,48.199999999999996,86495,188.45,7531.07,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,15,17.34,10.1,-2.000000000000007,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,NW,202107,10,923,0.303,30.3,22053,45.35,4185.37,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-7,-31.74,-41.2,-18.3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,OW,202107,23,795,0.5,50,19158,120.05,4149.7,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,1,5.22,4.5,-6.3999999999999915,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,SG,202107,152,15968,0.459,45.9,256039,59.37,6236.55,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-51,-19.91,-25.1,-2.700000000000003,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,SH,202107,26,1735,0.531,53.1,40768,63.78,4255.79,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,15,36.8,136.4,18.700000000000003,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,SO,202107,126,6441,0.532,53.2,137659,91.53,4678.95,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,28,20.34,28.6,-1.2000000000000028,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,SZ,202107,52,4632,0.542,54.2,82213,63.25,5634.15,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-9,-10.95,-14.8,2.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,TG,202107,126,6737,0.502,50.2,140885,89.43,4781.91,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,21,14.9,20,-2.299999999999997,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,TI,202107,138,13039,0.511,51.1,171141,80.64,7618.86,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-2,-1.16,-1.4,2.1000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,UR,202107,8,826,0.348,34.8,18739,42.69,4407.92,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-1,-5.34,-11.1,-8.100000000000001,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,VD,202107,511,32013,0.471,47.099999999999994,395189,129.31,8100.68,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,4,1.02,0.8,-0.30000000000000426,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,VS,202107,174,14434,0.473,47.3,171254,101.6,8428.42,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-37,-21.61,-17.5,-2.3000000000000043,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,ZG,202107,37,3199,0.451,45.1,64594,57.28,4952.47,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-27,-41.8,-42.2,-4.899999999999999,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,ZH,202107,496,42466,0.47,47,766679,64.69,5538.95,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-116,-15.13,-19,-1.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,AG,202107,188,18704,0.454,45.4,341112,55.11,5483.24,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-65,-19.06,-25.7,-3.700000000000003,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,AI,202107,4,428,0.4,40,7825,51.12,5469.65,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,0,0,-17.099999999999994,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,AR,202107,18,1648,0.474,47.4,27507,65.44,5991.2,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-3,-10.9,-14.3,-6.400000000000006,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,BE,202107,280,27698,0.505,50.5,529304,52.9,5232.91,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-111,-20.97,-28.4,-2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,BL,202107,111,6863,0.529,52.900000000000006,147578,75.21,4650.42,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,0,0,5.900000000000006,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,BS,202107,44,5290,0.484,48.4,100847,43.63,5245.57,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-11,-10.91,-20,1.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,FL,202107,5,1366,0.5,50,19532,25.6,6993.65,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-7,-35.84,-58.3,-25,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,FR,202107,135,14358,0.504,50.4,160630,84.04,8938.55,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-46,-28.64,-25.4,-4.1000000000000085,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,GE,202107,380,27157,0.555,55.50000000000001,259944,146.19,10447.25,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-36,-13.84,-8.7,5.1000000000000085,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,GL,202107,12,1184,0.571,57.099999999999994,20044,59.87,5907,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-7,-34.92,-36.8,4.29999999999999,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,GR,202107,54,5376,0.454,45.4,99314,54.37,5413.13,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-31,-31.22,-36.5,-5.200000000000003,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,JU,202107,35,3215,0.417,41.699999999999996,37184,94.13,8646.19,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-12,-32.27,-25.5,-17.800000000000004,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,LU,202107,118,11334,0.544,54.400000000000006,207144,56.97,5471.56,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,1,0.49,0.9,7.400000000000006,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,NE,202107,175,7611,0.518,51.800000000000004,90001,194.44,8456.57,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,28,31.11,19,2.000000000000007,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,NW,202107,23,1023,0.697,69.69999999999999,21034,109.35,4863.55,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,5,23.77,27.8,18.29999999999999,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,OW,202107,23,919,0.5,50,18772,122.52,4895.59,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,6,31.96,35.3,6.399999999999999,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,SG,202107,179,17866,0.541,54.1,254695,70.28,7014.66,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-36,-14.13,-16.7,2.700000000000003,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,SH,202107,23,1921,0.469,46.9,41580,55.32,4620.01,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,2,4.81,9.5,-18.70000000000001,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,SO,202107,111,6969,0.468,46.800000000000004,137588,80.68,5065.12,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,29,21.08,35.4,1.2000000000000028,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,SZ,202107,44,4855,0.458,45.800000000000004,78267,56.22,6203.13,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-13,-16.61,-22.8,-2.499999999999993,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,TG,202107,125,7643,0.498,49.8,138662,90.15,5511.96,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,30,21.64,31.6,2.299999999999997,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,TI,202107,132,14565,0.489,48.9,180350,73.19,8075.96,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-14,-7.76,-9.6,-2.1000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,UR,202107,15,926,0.652,65.2,17964,83.5,5154.75,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,3,16.7,25,8.100000000000009,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,VD,202107,575,35746,0.529,52.900000000000006,409909,140.28,8720.47,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,13,3.18,2.3,0.30000000000000426,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,VS,202107,194,16505,0.527,52.7,174271,111.32,9470.88,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-20,-11.48,-9.3,2.3000000000000043,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,ZG,202107,45,3182,0.549,54.900000000000006,63048,71.37,5046.95,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-19,-30.14,-29.7,4.900000000000006,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
female,ZH,202107,559,45067,0.529,52.900000000000006,772596,72.35,5833.19,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-93,-12.04,-14.3,1.3000000000000043,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,AG,202107,0,8,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-1,NA,-100,-0.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,AI,202107,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,AR,202107,0,1,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,BE,202107,0,24,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-1,NA,-100,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,BL,202107,0,2,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,BS,202107,0,8,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,FL,202107,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,FR,202107,0,3,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,GE,202107,0,9,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,-2,NA,-100,-0.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,GL,202107,0,2,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,GR,202107,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,JU,202107,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,LU,202107,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,NE,202107,0,8,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,NW,202107,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,OW,202107,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,SG,202107,0,1,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,SH,202107,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,SO,202107,0,2,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,SZ,202107,0,4,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,TG,202107,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,TI,202107,0,1,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,UR,202107,0,1,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,VD,202107,0,38,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,VS,202107,0,4,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,ZG,202107,0,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
unknown,ZH,202107,1,25,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-07,1,NA,NA,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,AG,202108,277,17643,0.543,54.300000000000004,344733,80.35,5117.87,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,51,14.79,22.6,-0.29999999999999716,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,AI,202108,6,448,0.545,54.50000000000001,8303,72.26,5395.64,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,0,0,0,-5.499999999999993,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,AR,202108,14,1478,0.483,48.3,27938,50.11,5290.29,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,-6,-21.48,-30,-4.300000000000004,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,BE,202108,319,24810,0.489,48.9,510170,62.53,4863.08,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,45,8.82,16.4,-0.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,BL,202108,100,6770,0.532,53.2,141890,70.48,4771.3,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,1,0.71,1,6.1000000000000085,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,BS,202108,69,4893,0.519,51.9,94997,72.63,5150.69,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,22,23.15,46.8,0.29999999999999716,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,FL,202108,16,1274,0.571,57.099999999999994,19215,83.27,6630.24,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,11,57.25,220,7.099999999999994,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,FR,202108,192,12731,0.526,52.6,161153,119.14,7899.95,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,59,36.61,44.4,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,GE,202108,322,23470,0.474,47.4,244184,131.87,9611.6,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,17,6.96,5.6,2.8999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,GL,202108,14,1001,0.467,46.7,20546,68.14,4871.99,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,5,24.34,55.6,3.8000000000000043,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,GR,202108,88,5299,0.603,60.3,99707,88.26,5314.57,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,23,23.07,35.4,5.699999999999996,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,JU,202108,26,2582,0.321,32.1,36400,71.43,7093.41,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,-23,-63.19,-46.9,-26.199999999999996,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,LU,202108,127,10345,0.534,53.400000000000006,205976,61.66,5022.43,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,28,13.6,28.3,7.800000000000004,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,NE,202108,113,6627,0.436,43.6,86495,130.64,7661.71,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,-50,-57.81,-30.7,-4.599999999999994,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,NW,202108,7,930,0.389,38.9,22053,31.74,4217.11,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,-3,-13.61,-30,8.599999999999998,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,OW,202108,8,803,0.421,42.1,19158,41.76,4191.46,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,-15,-78.29,-65.2,-7.899999999999999,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
male,SG,202108,174,16142,0.516,51.6,256039,67.96,6304.51,COVID19Cases,sex,2021-06-25_07-49-37,isoweek,2021-08,22,8.59,14.5,5.700000000000003,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
