date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202110,BS,female,591,sex,100847,6604,0.59,6.55,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.566,56.599999999999994
202111,BS,female,77,sex,100847,6681,0.08,6.62,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.621,62.1
202112,BS,female,610,sex,100847,7291,0.6,7.23,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.584,58.4
202113,BS,female,1327,sex,100847,8618,1.32,8.55,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.638,63.800000000000004
202114,BS,female,644,sex,100847,9262,0.64,9.18,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.638,63.800000000000004
202115,BS,female,369,sex,100847,9631,0.37,9.55,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.633,63.3
202116,BS,female,1570,sex,100847,11201,1.56,11.11,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.614,61.4
202117,BS,female,1710,sex,100847,12911,1.7,12.8,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.629,62.9
202118,BS,female,1112,sex,100847,14023,1.1,13.91,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.614,61.4
202119,BS,female,1639,sex,100847,15662,1.63,15.53,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.64,64
202120,BS,female,5060,sex,100847,20722,5.02,20.55,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.556,55.60000000000001
202121,BS,female,4044,sex,100847,24766,4.01,24.56,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.553,55.300000000000004
202122,BS,female,4852,sex,100847,29618,4.81,29.37,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.558,55.800000000000004
202123,BS,female,5469,sex,100847,35087,5.42,34.79,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.495,49.5
202124,BS,female,3066,sex,100847,38153,3.04,37.83,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.514,51.4
202052,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202053,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202101,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202102,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202103,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202104,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202105,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202106,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202107,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202108,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202109,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202110,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202111,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202112,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202113,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202114,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202115,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202116,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202117,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202118,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202119,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202120,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202121,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202122,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202123,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202124,BS,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202052,FL,male,0,sex,19215,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202053,FL,male,0,sex,19215,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202101,FL,male,0,sex,19215,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202102,FL,male,0,sex,19215,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202103,FL,male,0,sex,19215,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202104,FL,male,0,sex,19215,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202105,FL,male,3,sex,19215,3,0.02,0.02,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.6,60
202106,FL,male,93,sex,19215,96,0.48,0.5,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.286,28.599999999999998
202107,FL,male,28,sex,19215,124,0.15,0.65,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.237,23.7
202108,FL,male,108,sex,19215,232,0.56,1.21,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.29,28.999999999999996
202109,FL,male,0,sex,19215,232,0,1.21,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202110,FL,male,1,sex,19215,233,0.01,1.21,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,1,100
202111,FL,male,234,sex,19215,467,1.22,2.43,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.439,43.9
202112,FL,male,185,sex,19215,652,0.96,3.39,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.464,46.400000000000006
202113,FL,male,236,sex,19215,888,1.23,4.62,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.444,44.4
202114,FL,male,306,sex,19215,1194,1.59,6.21,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.474,47.4
202115,FL,male,19,sex,19215,1213,0.1,6.31,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.352,35.199999999999996
202116,FL,male,345,sex,19215,1558,1.8,8.11,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.479,47.9
202117,FL,male,236,sex,19215,1794,1.23,9.34,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.494,49.4
202118,FL,male,113,sex,19215,1907,0.59,9.92,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.445,44.5
202119,FL,male,724,sex,19215,2631,3.77,13.69,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.53,53
202120,FL,male,990,sex,19215,3621,5.15,18.84,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.53,53
202121,FL,male,557,sex,19215,4178,2.9,21.74,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.526,52.6
202122,FL,male,510,sex,19215,4688,2.65,24.4,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.469,46.9
202123,FL,male,325,sex,19215,5013,1.69,26.09,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.513,51.300000000000004
202124,FL,male,419,sex,19215,5432,2.18,28.27,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.499,49.9
202052,FL,female,0,sex,19532,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202053,FL,female,0,sex,19532,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202101,FL,female,0,sex,19532,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202102,FL,female,0,sex,19532,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202103,FL,female,0,sex,19532,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202104,FL,female,0,sex,19532,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202105,FL,female,2,sex,19532,2,0.01,0.01,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.4,40
202106,FL,female,232,sex,19532,234,1.19,1.2,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.714,71.39999999999999
202107,FL,female,90,sex,19532,324,0.46,1.66,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.763,76.3
202108,FL,female,264,sex,19532,588,1.35,3.01,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.71,71
202109,FL,female,0,sex,19532,588,0,3.01,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202110,FL,female,0,sex,19532,588,0,3.01,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202111,FL,female,299,sex,19532,887,1.53,4.54,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.561,56.10000000000001
202112,FL,female,214,sex,19532,1101,1.1,5.64,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.536,53.6
202113,FL,female,296,sex,19532,1397,1.52,7.15,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.556,55.60000000000001
202114,FL,female,339,sex,19532,1736,1.74,8.89,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.526,52.6
202115,FL,female,35,sex,19532,1771,0.18,9.07,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.648,64.8
202116,FL,female,376,sex,19532,2147,1.93,10.99,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.521,52.1
202117,FL,female,242,sex,19532,2389,1.24,12.23,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.506,50.6
202118,FL,female,141,sex,19532,2530,0.72,12.95,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.555,55.50000000000001
202119,FL,female,643,sex,19532,3173,3.29,16.25,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.47,47
202120,FL,female,878,sex,19532,4051,4.5,20.74,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.47,47
202121,FL,female,501,sex,19532,4552,2.57,23.31,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.474,47.4
202122,FL,female,577,sex,19532,5129,2.95,26.26,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.531,53.1
202123,FL,female,308,sex,19532,5437,1.58,27.84,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.487,48.699999999999996
202124,FL,female,421,sex,19532,5858,2.16,29.99,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.501,50.1
202052,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202053,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202101,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202102,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202103,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202104,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202105,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202106,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202107,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202108,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202109,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202110,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202111,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202112,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202113,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202114,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202115,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202116,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202117,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202118,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202119,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202120,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202121,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202122,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202123,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202124,FL,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202052,FR,male,0,sex,161153,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202053,FR,male,0,sex,161153,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202101,FR,male,0,sex,161153,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202102,FR,male,0,sex,161153,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202103,FR,male,4,sex,161153,4,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,1,100
202104,FR,male,84,sex,161153,88,0.05,0.05,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.264,26.400000000000002
202105,FR,male,321,sex,161153,409,0.2,0.25,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.258,25.8
202106,FR,male,530,sex,161153,939,0.33,0.58,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.362,36.199999999999996
202107,FR,male,1212,sex,161153,2151,0.75,1.33,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.448,44.800000000000004
202108,FR,male,1344,sex,161153,3495,0.83,2.17,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.488,48.8
202109,FR,male,1407,sex,161153,4902,0.87,3.04,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.449,44.9
202110,FR,male,532,sex,161153,5434,0.33,3.37,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.489,48.9
202111,FR,male,755,sex,161153,6189,0.47,3.84,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.474,47.4
202112,FR,male,2642,sex,161153,8831,1.64,5.48,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.499,49.9
202113,FR,male,1758,sex,161153,10589,1.09,6.57,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.496,49.6
202114,FR,male,1902,sex,161153,12491,1.18,7.75,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.474,47.4
202115,FR,male,1044,sex,161153,13535,0.65,8.4,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.47,47
202116,FR,male,484,sex,161153,14019,0.3,8.7,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.487,48.699999999999996
202117,FR,male,632,sex,161153,14651,0.39,9.09,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.481,48.1
202118,FR,male,2297,sex,161153,16948,1.43,10.52,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.489,48.9
202119,FR,male,2603,sex,161153,19551,1.62,12.13,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.493,49.3
202120,FR,male,2441,sex,161153,21992,1.51,13.65,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.453,45.300000000000004
202121,FR,male,2797,sex,161153,24789,1.74,15.38,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.43,43
202122,FR,male,1955,sex,161153,26744,1.21,16.6,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.412,41.199999999999996
202123,FR,male,4340,sex,161153,31084,2.69,19.29,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.493,49.3
202124,FR,male,5029,sex,161153,36113,3.12,22.41,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.52,52
202052,FR,female,0,sex,160630,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202053,FR,female,0,sex,160630,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202101,FR,female,0,sex,160630,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202102,FR,female,0,sex,160630,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202103,FR,female,0,sex,160630,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202104,FR,female,234,sex,160630,234,0.15,0.15,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.736,73.6
202105,FR,female,922,sex,160630,1156,0.57,0.72,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.742,74.2
202106,FR,female,935,sex,160630,2091,0.58,1.3,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.638,63.800000000000004
202107,FR,female,1492,sex,160630,3583,0.93,2.23,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.552,55.2
202108,FR,female,1411,sex,160630,4994,0.88,3.11,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.512,51.2
202109,FR,female,1727,sex,160630,6721,1.08,4.18,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.551,55.1
202110,FR,female,555,sex,160630,7276,0.35,4.53,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.511,51.1
202111,FR,female,837,sex,160630,8113,0.52,5.05,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.526,52.6
202112,FR,female,2656,sex,160630,10769,1.65,6.7,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.501,50.1
202113,FR,female,1789,sex,160630,12558,1.11,7.82,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.504,50.4
202114,FR,female,2114,sex,160630,14672,1.32,9.13,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.526,52.6
202115,FR,female,1179,sex,160630,15851,0.73,9.87,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.53,53
202116,FR,female,509,sex,160630,16360,0.32,10.18,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.513,51.300000000000004
202117,FR,female,683,sex,160630,17043,0.43,10.61,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.519,51.9
202118,FR,female,2405,sex,160630,19448,1.5,12.11,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.511,51.1
202119,FR,female,2677,sex,160630,22125,1.67,13.77,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.507,50.7
202120,FR,female,2944,sex,160630,25069,1.83,15.61,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.547,54.7
202121,FR,female,3704,sex,160630,28773,2.31,17.91,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.57,56.99999999999999
202122,FR,female,2791,sex,160630,31564,1.74,19.65,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.588,58.8
202123,FR,female,4457,sex,160630,36021,2.77,22.42,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.507,50.7
202124,FR,female,4638,sex,160630,40659,2.89,25.31,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.48,48
202052,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202053,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202101,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202102,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202103,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202104,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202105,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202106,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202107,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202108,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202109,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202110,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202111,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202112,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202113,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202114,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202115,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202116,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202117,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202118,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202119,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202120,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202121,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202122,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202123,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202124,FR,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202052,GE,male,0,sex,244184,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202053,GE,male,0,sex,244184,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202101,GE,male,0,sex,244184,0,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202102,GE,male,1,sex,244184,1,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,1,100
202103,GE,male,0,sex,244184,1,0,0,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202104,GE,male,23,sex,244184,24,0.01,0.01,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.489,48.9
202105,GE,male,1227,sex,244184,1251,0.5,0.51,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.484,48.4
202106,GE,male,1900,sex,244184,3151,0.78,1.29,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.441,44.1
202107,GE,male,2059,sex,244184,5210,0.84,2.13,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.433,43.3
202108,GE,male,2620,sex,244184,7830,1.07,3.21,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.464,46.400000000000006
202109,GE,male,1381,sex,244184,9211,0.57,3.77,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.474,47.4
202110,GE,male,1608,sex,244184,10819,0.66,4.43,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.392,39.2
202111,GE,male,1794,sex,244184,12613,0.73,5.17,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.404,40.400000000000006
202112,GE,male,1757,sex,244184,14370,0.72,5.88,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.362,36.199999999999996
202113,GE,male,2859,sex,244184,17229,1.17,7.06,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.448,44.800000000000004
202114,GE,male,2679,sex,244184,19908,1.1,8.15,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.474,47.4
202115,GE,male,3114,sex,244184,23022,1.28,9.43,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.475,47.5
202116,GE,male,3619,sex,244184,26641,1.48,10.91,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.427,42.699999999999996
202117,GE,male,3057,sex,244184,29698,1.25,12.16,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.427,42.699999999999996
202118,GE,male,3166,sex,244184,32864,1.3,13.46,COVID19FullyVaccPersons,2021-06-25_09-42-12,detailed,0.415,41.5
